ApprovalID,ReportID,StepOrder,StepName,ApproverID,ApproverName,Decision,DecisionTimestamp,Comment,CompanyCode,PostingDate,Currency,ItemNumber,CostCenter,GLAccount,JournalName,DocumentType,PostingKey,ProfitCenter,Amount,JournalLineDescription,DebitAmount,CreditAmount,FiscalYear,PostedDate,ExchangeRate,ExchangeRateType,ExchangeRateDate,JournalSource,JournalCategory,PrimaryLedger
APR-1369,0ca9bac3-2273-4550-aac4-67a088182500,2.0,DeptHead,depthead_8efbd22a@example.com,Lori Meadows,APPROVE,2024-02-11T16:00:00,,C003,2025-07-08,USD,ITEM-1369,CC300,600000,JNL-FOREIGN,SA,40,PC02,1384.71,Doctor also nearly receive hospital hard anything.,1384.71,0.0,2025,2025-04-19,0.9878,M,2025-04-29,SAP,EXPENSE,APAC_LEDGER
APR-1370,0ca9bac3-2273-4550-aac4-67a088182500,3.0,Finance,finance_430438b5@example.com,Caroline Morales,APPROVE,2024-02-17T19:00:00,,C003,2024-09-22,INR,ITEM-1370,CC200,500000,JNL-FROM,SA,40,PC03,902.96,Goal either rest why.,0.0,902.96,2025,2025-05-09,0.7681,M,2025-09-13,CONCUR,PURCHASE,CORP_LEDGER
APR-1371,0ca9bac3-2273-4550-aac4-67a088182500,4.0,Finance_Recon,finance_263553ba@example.com,Jacob Valentine,APPROVE,2024-02-21T09:00:00,Finance reconciliation completed,C002,2024-11-20,EUR,ITEM-1371,CC200,400000,JNL-THEORY,DR,40,PC02,1187.61,Town yeah build collection.,1187.61,0.0,2025,2025-08-30,1.4309,C,2025-02-16,WORKDAY,PURCHASE,APAC_LEDGER
APR-1372,0cbaad18-876e-4a0e-8eae-8d1842e174a6,1.0,Manager,manager_869d4cb7@example.com,Thomas Chavez,APPROVE,2024-02-16T23:00:00,,C001,2025-07-03,GBP,ITEM-1372,CC200,500000,JNL-INSIDE,SA,40,PC01,4235.4,Weight sound discuss major sport as ten.,0.0,4235.4,2025,2024-10-10,1.1385,B,2024-11-03,CONCUR,TRAVEL,APAC_LEDGER
APR-1373,0cbaad18-876e-4a0e-8eae-8d1842e174a6,2.0,Finance,finance_3977c7b4@example.com,Cheryl Atkins,APPROVE,2024-02-20T23:00:00,,C002,2025-05-17,GBP,ITEM-1373,CC200,600000,JNL-WHOLE,KR,50,PC03,2146.26,Reflect power remain talk including.,2146.26,0.0,2025,2024-11-08,1.3202,C,2025-06-21,SAP,EXPENSE,APAC_LEDGER
APR-1374,0cbaad18-876e-4a0e-8eae-8d1842e174a6,3.0,Finance_Recon,finance_bf16e3e9@example.com,Carlos Gates DDS,APPROVE,2024-02-21T05:00:00,Finance reconciliation completed,C002,2024-12-31,GBP,ITEM-1374,CC100,400000,JNL-WORRY,KR,40,PC03,4731.21,Although beautiful war.,0.0,4731.21,2025,2025-02-02,0.9186,B,2025-07-18,CONCUR,EXPENSE,CORP_LEDGER
APR-1375,0cc5673a-23d8-4378-a971-19190d605329,1.0,Manager,manager_ba098a27@example.com,Jennifer Ortiz,APPROVE,2024-01-18T17:00:00,,C002,2025-04-18,GBP,ITEM-1375,CC200,600000,JNL-WANT,DR,50,PC01,3394.26,Final serve you break usually practice.,3394.26,0.0,2025,2025-08-08,1.3157,C,2024-10-04,WORKDAY,EXPENSE,APAC_LEDGER
APR-1376,0cc5673a-23d8-4378-a971-19190d605329,2.0,Finance_Recon,finance_f9e38905@example.com,Luke Solomon,APPROVE,2024-01-21T08:00:00,Finance reconciliation completed,C002,2025-07-16,EUR,ITEM-1376,CC300,400000,JNL-CARD,KR,40,PC02,1099.98,Off couple wall spend difficult threat language trouble.,0.0,1099.98,2025,2025-06-23,0.9382,C,2025-08-25,WORKDAY,PURCHASE,APAC_LEDGER
APR-1377,0cc5ad78-f7e3-42b4-8202-dc070678daa3,1.0,Manager,manager_a5b13afd@example.com,Adam Anderson,APPROVE,2025-07-05T20:00:00,,C003,2025-07-06,EUR,ITEM-1377,CC100,400000,JNL-BASE,DR,50,PC02,2070.88,Seven yes common beyond television happen fill.,2070.88,0.0,2025,2025-06-05,1.2344,M,2025-08-23,CONCUR,EXPENSE,CORP_LEDGER
APR-1378,0cc5ad78-f7e3-42b4-8202-dc070678daa3,2.0,Finance_Recon,finance_65c62548@example.com,Michelle Erickson,APPROVE,2025-07-06T17:00:00,Finance reconciliation completed,C003,2024-12-31,INR,ITEM-1378,CC100,400000,JNL-ELECTION,SA,50,PC02,2869.42,Program west report.,0.0,2869.42,2025,2025-08-15,0.9568,C,2024-12-21,CONCUR,EXPENSE,APAC_LEDGER
APR-1379,0cca3394-9c8d-4fae-a1a9-e0812e19b139,1.0,Manager,manager_12b3c5eb@example.com,Anthony Cook,APPROVE,2024-07-03T17:00:00,,C002,2025-05-17,INR,ITEM-1379,CC200,400000,JNL-STRATEGY,SA,50,PC01,2475.35,Sea feeling develop property area.,2475.35,0.0,2025,2025-02-23,1.4104,B,2024-10-05,SAP,TRAVEL,CORP_LEDGER
APR-1380,0cca3394-9c8d-4fae-a1a9-e0812e19b139,2.0,Finance_Recon,finance_5ab383c9@example.com,Teresa Coffey DDS,APPROVE,2024-07-05T16:00:00,Finance reconciliation completed,C002,2024-11-16,GBP,ITEM-1380,CC100,600000,JNL-CUT,SA,50,PC01,2631.38,Again service student good certainly political.,0.0,2631.38,2025,2025-09-15,0.8961,M,2025-09-09,WORKDAY,EXPENSE,APAC_LEDGER
APR-1381,0cd0be47-98c3-4b56-bfb7-c37df9e13448,1.0,Manager,manager_015f566c@example.com,Manuel Turner,APPROVE,2024-02-23T01:00:00,,C001,2025-02-09,EUR,ITEM-1381,CC300,500000,JNL-OUR,SA,40,PC02,1089.79,When now office ground.,1089.79,0.0,2025,2025-07-05,1.2214,C,2025-01-05,WORKDAY,TRAVEL,CORP_LEDGER
APR-1382,0cd0be47-98c3-4b56-bfb7-c37df9e13448,2.0,Finance,finance_21da5db1@example.com,Kristin Carpenter,APPROVE,2024-02-25T22:00:00,,C001,2025-07-05,EUR,ITEM-1382,CC100,500000,JNL-SPEND,KR,40,PC02,393.82,Owner sport cell particular official couple again.,0.0,393.82,2025,2025-01-01,0.7977,B,2024-11-12,WORKDAY,EXPENSE,CORP_LEDGER
APR-1383,0cd0be47-98c3-4b56-bfb7-c37df9e13448,3.0,Finance_Recon,finance_7e2ac03a@example.com,Sherry Anderson,APPROVE,2024-02-29T18:00:00,Finance reconciliation completed,C001,2025-05-21,EUR,ITEM-1383,CC200,600000,JNL-SEAT,KR,50,PC02,2536.09,Across degree whatever tell window stand.,2536.09,0.0,2025,2024-10-09,1.1716,M,2024-11-27,WORKDAY,PURCHASE,APAC_LEDGER
APR-1384,0cd52331-e427-49ff-894a-9b2a94be8c59,1.0,Manager,manager_6ed47a6d@example.com,Bruce Williams,APPROVE,2024-05-17T14:00:00,,C003,2024-10-25,EUR,ITEM-1384,CC200,500000,JNL-ENVIRONMENT,KR,50,PC02,4188.45,Claim difference fast have.,0.0,4188.45,2025,2025-04-24,1.4821,C,2025-07-06,WORKDAY,TRAVEL,APAC_LEDGER
APR-1385,0cd52331-e427-49ff-894a-9b2a94be8c59,2.0,Finance,finance_f92edfa1@example.com,Nicole Howe,APPROVE,2024-05-20T00:00:00,,C003,2025-07-10,EUR,ITEM-1385,CC300,400000,JNL-DAY,SA,50,PC03,3154.28,Save view line any.,3154.28,0.0,2025,2024-12-28,0.9789,C,2025-01-08,SAP,PURCHASE,APAC_LEDGER
APR-1386,0cd52331-e427-49ff-894a-9b2a94be8c59,3.0,Finance_Recon,finance_4362262d@example.com,Pam Baker,APPROVE,2024-05-21T15:00:00,Finance reconciliation completed,C002,2024-09-29,USD,ITEM-1386,CC100,500000,JNL-LOSS,KR,50,PC03,210.79,Contain get against magazine.,0.0,210.79,2025,2024-12-04,1.2223,B,2025-09-17,CONCUR,PURCHASE,CORP_LEDGER
APR-1388,0cd61a31-6da1-4c18-87ef-23701a397be8,1.1,Manager_RESUBMIT,manager_2a3c6137@example.com,Zachary Gallagher,RESUBMITTED,2024-04-11T09:00:00,Resubmitted by owner after additional docs,C001,2024-12-01,USD,ITEM-1387,CC200,500000,JNL-MINUTE,KR,40,PC01,3779.03,Can understand national president.,3779.03,0.0,2025,2024-12-02,1.0328,B,2024-11-22,CONCUR,EXPENSE,APAC_LEDGER
APR-1388,0cd61a31-6da1-4c18-87ef-23701a397be8,1.0,Manager,manager_2a3c6137@example.com,Zachary Gallagher,APPROVE,2024-04-11T09:00:00,Sent back for more receipts/details. Final decision: APPROVE.,C002,2024-12-22,GBP,ITEM-1388,CC300,500000,JNL-WHAT,KR,50,PC03,3415.94,By grow war itself decade pull.,0.0,3415.94,2025,2025-02-19,1.1684,C,2025-07-14,SAP,EXPENSE,APAC_LEDGER
APR-1389,0cd61a31-6da1-4c18-87ef-23701a397be8,2.0,Finance,finance_ec4014c6@example.com,Rebecca Brown,APPROVE,2024-04-17T01:00:00,,C001,2025-02-03,USD,ITEM-1389,CC100,600000,JNL-HOPE,KR,50,PC01,1958.67,Three none source body plant name reality chance.,1958.67,0.0,2025,2025-03-19,0.7189,C,2025-06-29,WORKDAY,TRAVEL,APAC_LEDGER
APR-1390,0cd61a31-6da1-4c18-87ef-23701a397be8,3.0,Finance_Recon,finance_2ee25989@example.com,David Mccarthy,APPROVE,2024-04-20T02:00:00,Finance reconciliation completed,C002,2025-01-04,GBP,ITEM-1390,CC300,500000,JNL-ADD,SA,40,PC01,317.85,Scientist artist floor citizen because.,0.0,317.85,2025,2025-08-07,1.413,M,2025-07-31,CONCUR,PURCHASE,APAC_LEDGER
APR-1391,0cd86b33-4da8-443a-8fa8-8b0555cbeb81,1.0,Manager,manager_e52a33e6@example.com,Amanda Kelly,APPROVE,2024-02-02T09:00:00,,C002,2025-05-18,INR,ITEM-1391,CC300,500000,JNL-POLICY,KR,40,PC03,3942.85,Reduce analysis life expert movement.,3942.85,0.0,2025,2024-12-18,0.7886,C,2025-04-28,CONCUR,TRAVEL,APAC_LEDGER
APR-1392,0cd86b33-4da8-443a-8fa8-8b0555cbeb81,2.0,Finance,finance_752fbd7e@example.com,Ryan Camacho Jr.,APPROVE,2024-02-09T20:00:00,,C002,2025-04-07,INR,ITEM-1392,CC300,600000,JNL-EVEN,SA,50,PC02,2131.18,Pick fight thousand join town impact interest.,0.0,2131.18,2025,2025-06-28,1.0162,B,2025-07-12,CONCUR,EXPENSE,APAC_LEDGER
APR-1393,0cd86b33-4da8-443a-8fa8-8b0555cbeb81,3.0,Finance_Recon,finance_48bbdb12@example.com,Christopher Hicks,APPROVE,2024-02-12T14:00:00,Finance reconciliation completed,C002,2025-04-25,USD,ITEM-1393,CC300,600000,JNL-SUCH,KR,50,PC01,3091.63,System wide food could.,3091.63,0.0,2025,2025-08-20,0.8629,M,2024-11-02,WORKDAY,PURCHASE,CORP_LEDGER
APR-1394,0ce2b259-ae02-469b-a6ac-3ccbacf12694,1.0,Manager,manager_a9c3640d@example.com,Lauren Bonilla,APPROVE,2024-03-19T19:00:00,,C001,2025-06-23,USD,ITEM-1394,CC300,400000,JNL-CITIZEN,DR,40,PC01,2483.79,Good west wife rate skin may.,0.0,2483.79,2025,2025-09-12,0.9944,B,2024-12-14,SAP,TRAVEL,CORP_LEDGER
APR-1395,0ce2b259-ae02-469b-a6ac-3ccbacf12694,2.0,Finance_Recon,finance_2e39c29a@example.com,Billy Tate,APPROVE,2024-03-20T08:00:00,Finance reconciliation completed,C003,2025-04-18,GBP,ITEM-1395,CC300,500000,JNL-WINDOW,KR,40,PC01,2565.32,Open we whatever rock staff meeting.,2565.32,0.0,2025,2024-12-06,1.2901,C,2024-12-20,WORKDAY,PURCHASE,CORP_LEDGER
APR-1396,0ce70c0b-a620-4f5a-963b-26eab448e099,1.0,Manager,manager_5422ea97@example.com,Michael Becker,REJECT,2025-05-25T01:00:00,,C001,2025-04-28,GBP,ITEM-1396,CC100,600000,JNL-PASS,KR,40,PC02,124.11,Nearly knowledge course raise.,0.0,124.11,2025,2025-06-04,1.4543,M,2025-09-15,SAP,TRAVEL,APAC_LEDGER
APR-1397,0cff5032-d7b9-4e50-9194-a14279025d81,1.0,Manager,manager_eddcac0a@example.com,Sara Hernandez,APPROVE,2025-01-25T02:00:00,,C003,2025-02-08,EUR,ITEM-1397,CC200,400000,JNL-EXECUTIVE,DR,40,PC02,2873.53,Travel future strong we site represent yard and.,2873.53,0.0,2025,2025-05-01,1.2064,C,2025-01-18,CONCUR,EXPENSE,APAC_LEDGER
APR-1398,0cff5032-d7b9-4e50-9194-a14279025d81,2.0,Finance_Recon,finance_b52c4358@example.com,Jordan Moses,APPROVE,2025-01-27T07:00:00,Finance reconciliation completed,C003,2025-01-29,USD,ITEM-1398,CC200,500000,JNL-COMMON,KR,50,PC01,486.85,Direction more suffer along history or church.,0.0,486.85,2025,2024-11-14,1.0402,M,2024-11-22,WORKDAY,EXPENSE,CORP_LEDGER
APR-1399,0d103d3f-54ca-46ed-81fd-bc458fc4dcfd,1.0,Manager,manager_54555290@example.com,Mary Tapia,APPROVE,2023-10-11T18:00:00,,C002,2025-08-30,EUR,ITEM-1399,CC200,400000,JNL-PARTICIPANT,SA,50,PC03,1904.74,Might early between firm front rule.,1904.74,0.0,2025,2024-12-14,1.386,C,2025-04-15,CONCUR,PURCHASE,CORP_LEDGER
APR-1400,0d103d3f-54ca-46ed-81fd-bc458fc4dcfd,2.0,Finance_Recon,finance_fff446b9@example.com,Tina Carroll,APPROVE,2023-10-14T16:00:00,Finance reconciliation completed,C002,2025-02-14,INR,ITEM-1400,CC100,600000,JNL-EVERY,SA,40,PC01,3791.31,Simple effect explain second very food road.,0.0,3791.31,2025,2024-09-23,1.2182,C,2024-11-28,CONCUR,PURCHASE,CORP_LEDGER
APR-1401,0d119464-fc24-419c-8245-83c5b6bc6a5d,1.0,Manager,manager_cd32e712@example.com,Erica Brown,APPROVE,2024-09-02T07:00:00,,C003,2025-03-17,USD,ITEM-1401,CC200,600000,JNL-STRUCTURE,KR,50,PC02,1219.85,Without trial whatever sense fine actually.,1219.85,0.0,2025,2024-11-06,0.9009,C,2024-12-20,WORKDAY,TRAVEL,CORP_LEDGER
APR-1402,0d119464-fc24-419c-8245-83c5b6bc6a5d,2.0,Finance_Recon,finance_9a2fc701@example.com,James Thompson,APPROVE,2024-09-03T23:00:00,Finance reconciliation completed,C001,2024-12-03,EUR,ITEM-1402,CC300,600000,JNL-CHARGE,KR,40,PC03,36.18,Actually mother thing affect this news mouth no.,0.0,36.18,2025,2025-07-08,0.7177,B,2025-07-31,SAP,EXPENSE,CORP_LEDGER
APR-1403,0d2e27a0-a390-490f-aca9-bfa435485a1a,1.0,Manager,manager_661f7117@example.com,Samuel Martin,APPROVE,2025-07-21T15:00:00,,C003,2025-07-13,USD,ITEM-1403,CC200,600000,JNL-TREAT,DR,50,PC01,3490.53,Hard my yes ground.,3490.53,0.0,2025,2024-10-28,1.3809,M,2024-10-05,WORKDAY,TRAVEL,CORP_LEDGER
APR-1404,0d2e27a0-a390-490f-aca9-bfa435485a1a,2.0,DeptHead,depthead_a5accd5a@example.com,Martha Martinez,APPROVE,2025-07-28T16:00:00,,C002,2025-07-05,USD,ITEM-1404,CC200,400000,JNL-TIME,DR,50,PC01,3193.6,Forward difficult wife reflect option.,0.0,3193.6,2025,2025-05-25,0.8097,C,2025-06-10,CONCUR,EXPENSE,APAC_LEDGER
APR-1405,0d2e27a0-a390-490f-aca9-bfa435485a1a,3.0,Finance,finance_bc633d6c@example.com,Emily Cohen,APPROVE,2025-08-02T20:00:00,,C002,2025-02-12,USD,ITEM-1405,CC200,500000,JNL-HEAD,SA,40,PC03,2669.41,Indicate onto why admit campaign.,2669.41,0.0,2025,2025-02-21,0.9503,C,2025-04-15,CONCUR,TRAVEL,CORP_LEDGER
APR-1406,0d2e27a0-a390-490f-aca9-bfa435485a1a,4.0,Finance_Recon,finance_189ac35d@example.com,Kayla Burns,APPROVE,2025-08-06T17:00:00,Finance reconciliation completed,C003,2024-10-04,INR,ITEM-1406,CC100,500000,JNL-COLD,SA,40,PC01,644.1,Respond talk mean beyond wide ability same.,0.0,644.1,2025,2025-07-22,0.901,C,2025-03-24,WORKDAY,EXPENSE,CORP_LEDGER
APR-1407,0d2fbf37-c057-48a0-9a39-faaef996f801,1.0,Manager,manager_44bb10e0@example.com,Jenny Avila,APPROVE,2025-03-13T07:00:00,,C001,2025-09-12,USD,ITEM-1407,CC100,600000,JNL-BILLION,DR,40,PC01,2146.63,Professional side hundred just.,2146.63,0.0,2025,2025-03-29,1.2843,B,2025-05-04,SAP,PURCHASE,APAC_LEDGER
APR-1408,0d2fbf37-c057-48a0-9a39-faaef996f801,2.0,Finance_Recon,finance_2fb50401@example.com,Jeffery Williams,APPROVE,2025-03-18T05:00:00,Finance reconciliation completed,C003,2025-01-05,EUR,ITEM-1408,CC100,500000,JNL-POLITICS,SA,40,PC02,4921.8,Raise nice pass whose.,0.0,4921.8,2025,2025-09-08,1.0782,C,2024-11-10,WORKDAY,TRAVEL,CORP_LEDGER
APR-1409,0d320f9b-4bda-4f24-9956-c1fc095192c0,1.0,Manager,manager_ad2b2c82@example.com,Michael Moore,APPROVE,2025-09-08T04:00:00,,C001,2025-01-23,GBP,ITEM-1409,CC100,400000,JNL-MAIN,DR,40,PC01,2670.67,As both whose strategy may herself.,2670.67,0.0,2025,2024-10-19,1.4476,M,2025-03-02,CONCUR,PURCHASE,APAC_LEDGER
APR-1410,0d320f9b-4bda-4f24-9956-c1fc095192c0,2.0,Finance_Recon,finance_a5b09024@example.com,Donna Kim,APPROVE,2025-09-12T02:00:00,Finance reconciliation completed,C003,2025-05-25,INR,ITEM-1410,CC100,400000,JNL-ARRIVE,KR,40,PC01,2119.31,Vote sound especially learn public talk.,0.0,2119.31,2025,2025-05-29,1.2845,B,2024-10-28,WORKDAY,TRAVEL,APAC_LEDGER
APR-1411,0d3f5102-5d6a-4853-a9e2-fea764843d96,1.0,Manager,manager_4ce6929f@example.com,Carl Leach,APPROVE,2023-10-12T09:00:00,,C002,2024-11-30,USD,ITEM-1411,CC200,600000,JNL-FORM,SA,40,PC02,1311.84,Cost million true.,1311.84,0.0,2025,2025-09-09,1.3351,B,2024-12-09,CONCUR,EXPENSE,CORP_LEDGER
APR-1412,0d3f5102-5d6a-4853-a9e2-fea764843d96,2.0,Finance_Recon,finance_6d7fd4e2@example.com,Anthony Jones,APPROVE,2023-10-13T16:00:00,Finance reconciliation completed,C001,2025-09-11,EUR,ITEM-1412,CC300,500000,JNL-DOOR,KR,50,PC03,2283.39,Base everyone style specific sell relate child learn.,0.0,2283.39,2025,2024-11-07,1.3008,M,2025-01-13,WORKDAY,PURCHASE,CORP_LEDGER
APR-1413,0d4202fa-7706-48c3-94f4-59243125e894,1.0,Manager,manager_82ba0fed@example.com,Brandon Guerrero,REJECT,2024-07-05T08:00:00,,C003,2025-02-06,GBP,ITEM-1413,CC100,500000,JNL-ROLE,DR,50,PC02,2493.08,Half get kid.,2493.08,0.0,2025,2024-11-30,0.8976,M,2025-06-07,SAP,PURCHASE,APAC_LEDGER
APR-1414,0d4202fa-7706-48c3-94f4-59243125e894,2.0,Finance,finance_5aff4594@example.com,Brad Gordon,APPROVE,2024-07-09T23:00:00,,C001,2025-02-28,GBP,ITEM-1414,CC200,500000,JNL-WATER,DR,50,PC02,1638.05,Contain new thus bank manage article.,0.0,1638.05,2025,2025-02-01,1.3267,C,2024-12-23,CONCUR,TRAVEL,APAC_LEDGER
APR-1415,0d552a6a-3460-49f5-8dec-c7c3a1a34163,1.0,Manager,manager_767f3c15@example.com,Clarence Long,APPROVE,2025-07-04T00:00:00,,C001,2024-10-03,INR,ITEM-1415,CC100,600000,JNL-AS,KR,50,PC03,1221.13,Say very certain trial cut.,1221.13,0.0,2025,2025-02-02,1.2764,C,2024-11-27,WORKDAY,TRAVEL,APAC_LEDGER
APR-1416,0d552a6a-3460-49f5-8dec-c7c3a1a34163,2.0,Finance_Recon,finance_b4522738@example.com,Kevin Gibson,APPROVE,2025-07-05T17:00:00,Finance reconciliation completed,C003,2025-05-21,INR,ITEM-1416,CC200,400000,JNL-EXACTLY,DR,40,PC01,106.88,Personal exist Mrs worry.,0.0,106.88,2025,2024-10-28,1.2427,B,2024-11-21,SAP,EXPENSE,APAC_LEDGER
APR-1417,0d5c40f4-0512-44d6-88d5-7f3d356521c1,1.0,Manager,manager_cece36ae@example.com,Vincent Savage,APPROVE,2024-07-07T12:00:00,,C002,2025-04-12,EUR,ITEM-1417,CC100,500000,JNL-PHONE,DR,40,PC01,4536.23,Anything election her hear glass rate.,4536.23,0.0,2025,2025-01-17,1.1399,B,2025-04-24,CONCUR,PURCHASE,CORP_LEDGER
APR-1418,0d5c40f4-0512-44d6-88d5-7f3d356521c1,2.0,Finance,finance_140642a8@example.com,Lindsey Savage,APPROVE,2024-07-08T19:00:00,,C003,2024-12-31,GBP,ITEM-1418,CC100,600000,JNL-AS,DR,50,PC03,3043.25,Road Congress skin five score.,0.0,3043.25,2025,2025-05-28,1.0953,B,2025-02-28,SAP,EXPENSE,CORP_LEDGER
APR-1419,0d5c40f4-0512-44d6-88d5-7f3d356521c1,3.0,Finance_Recon,finance_04961795@example.com,Bruce Jackson,APPROVE,2024-07-13T06:00:00,Finance reconciliation completed,C003,2025-08-28,EUR,ITEM-1419,CC300,500000,JNL-PROFESSOR,DR,40,PC01,419.79,Approach general actually organization nor price hot.,419.79,0.0,2025,2025-08-13,1.4182,M,2025-05-25,WORKDAY,TRAVEL,APAC_LEDGER
APR-1420,0d5c80ec-e86a-4d09-9cae-7466db7f11b4,1.0,Manager,manager_67b41520@example.com,Tracy Guzman,APPROVE,2024-07-29T11:00:00,,C003,2024-10-19,GBP,ITEM-1420,CC100,600000,JNL-SEVEN,SA,50,PC01,3711.37,Whether administration blue without lot.,0.0,3711.37,2025,2025-07-18,1.3176,B,2025-08-09,WORKDAY,TRAVEL,CORP_LEDGER
APR-1421,0d5c80ec-e86a-4d09-9cae-7466db7f11b4,2.0,Finance,finance_d029733c@example.com,Heather Nunez,APPROVE,2024-08-05T10:00:00,,C002,2025-04-02,EUR,ITEM-1421,CC100,500000,JNL-BEAUTIFUL,DR,50,PC02,846.33,Apply difficult method weight mention small let.,846.33,0.0,2025,2024-10-27,0.7337,B,2025-08-03,SAP,PURCHASE,APAC_LEDGER
APR-1422,0d5c80ec-e86a-4d09-9cae-7466db7f11b4,3.0,Finance_Recon,finance_cdfcef75@example.com,Calvin Smith,APPROVE,2024-08-06T19:00:00,Finance reconciliation completed,C002,2024-10-19,INR,ITEM-1422,CC300,400000,JNL-THREAT,DR,40,PC01,1719.24,Fill trade among laugh amount explain.,0.0,1719.24,2025,2024-12-22,1.1777,M,2025-04-07,SAP,TRAVEL,CORP_LEDGER
APR-1423,0d652e0f-7a80-4426-8e55-5e052011a671,1.0,Manager,manager_b22f2e91@example.com,Shannon Clark,APPROVE,2025-05-01T00:00:00,,C003,2025-08-24,INR,ITEM-1423,CC300,400000,JNL-HAPPY,SA,50,PC02,4234.65,Service others city program bit.,4234.65,0.0,2025,2025-02-06,1.2695,B,2025-07-12,CONCUR,PURCHASE,CORP_LEDGER
APR-1424,0d652e0f-7a80-4426-8e55-5e052011a671,2.0,Finance_Recon,finance_3de54ee2@example.com,Mark Tyler,APPROVE,2025-05-03T16:00:00,Finance reconciliation completed,C002,2025-05-01,GBP,ITEM-1424,CC100,500000,JNL-YOUNG,SA,40,PC02,2973.14,Likely we sell note crime join apply space.,0.0,2973.14,2025,2025-08-06,0.9737,C,2025-04-10,SAP,TRAVEL,CORP_LEDGER
APR-1425,0d6ee35b-ac52-4b8d-9d1e-4d1b24b3dbc1,1.0,Manager,manager_c50c71f4@example.com,John Johnson,APPROVE,2024-01-21T14:00:00,,C002,2025-08-03,USD,ITEM-1425,CC300,600000,JNL-SERIOUS,DR,50,PC03,4961.5,Not machine until only feeling our race.,4961.5,0.0,2025,2025-09-07,0.7336,B,2025-08-07,SAP,EXPENSE,APAC_LEDGER
APR-1426,0d6ee35b-ac52-4b8d-9d1e-4d1b24b3dbc1,2.0,Finance,finance_bd20c36a@example.com,Tracey Ruiz,REJECT,2024-01-28T00:00:00,,C001,2025-01-29,USD,ITEM-1426,CC200,500000,JNL-RECOGNIZE,DR,50,PC01,4221.96,System process special after current.,0.0,4221.96,2025,2025-08-31,0.9256,C,2025-06-02,WORKDAY,TRAVEL,CORP_LEDGER
APR-1427,0d73362c-4e4f-4718-a4d0-e0609ea88da7,1.0,Manager,manager_3e1cfa14@example.com,Keith Bass,APPROVE,2025-04-30T11:00:00,,C001,2024-11-09,USD,ITEM-1427,CC100,400000,JNL-EAST,DR,40,PC03,686.47,Field information increase particularly keep join ok.,686.47,0.0,2025,2025-05-17,0.9905,M,2024-11-30,SAP,TRAVEL,APAC_LEDGER
APR-1428,0d73362c-4e4f-4718-a4d0-e0609ea88da7,2.0,Finance,finance_1a482803@example.com,Michelle Petty,APPROVE,2025-05-02T21:00:00,,C002,2025-03-18,GBP,ITEM-1428,CC300,500000,JNL-WATCH,DR,50,PC01,3758.43,Thing what whom tree rule.,0.0,3758.43,2025,2025-06-19,1.185,C,2025-06-16,SAP,EXPENSE,CORP_LEDGER
APR-1429,0d73362c-4e4f-4718-a4d0-e0609ea88da7,3.0,Finance_Recon,finance_9423251e@example.com,Kristen Roberts,APPROVE,2025-05-03T12:00:00,Finance reconciliation completed,C003,2025-06-11,USD,ITEM-1429,CC100,600000,JNL-GAME,SA,40,PC02,64.42,Few guy ability ground plant.,64.42,0.0,2025,2025-02-21,1.0833,B,2025-01-14,CONCUR,TRAVEL,CORP_LEDGER
APR-1430,0d77e01e-7423-4d5f-b63a-cd3d9f1c7826,1.0,Manager,manager_836b47c3@example.com,Lisa Gregory,APPROVE,2024-02-28T11:00:00,,C003,2024-12-17,GBP,ITEM-1430,CC100,400000,JNL-PULL,KR,50,PC02,3084.22,Job onto let.,0.0,3084.22,2025,2025-08-28,1.359,M,2024-11-14,SAP,PURCHASE,CORP_LEDGER
APR-1432,0d77e01e-7423-4d5f-b63a-cd3d9f1c7826,2.1,Finance_RESUBMIT,finance_3b5e2d65@example.com,Kelsey Henderson,RESUBMITTED,2024-03-03T18:00:00,Resubmitted by owner after additional docs,C003,2025-02-15,USD,ITEM-1431,CC200,400000,JNL-PRODUCE,KR,40,PC01,2390.76,Common evening then result its.,2390.76,0.0,2025,2024-11-01,1.2623,C,2025-07-31,CONCUR,PURCHASE,CORP_LEDGER
APR-1432,0d77e01e-7423-4d5f-b63a-cd3d9f1c7826,2.0,Finance,finance_3b5e2d65@example.com,Kelsey Henderson,APPROVE,2024-03-05T18:00:00,Sent back for more receipts/details. Final decision: APPROVE.,C002,2025-01-22,EUR,ITEM-1432,CC100,400000,JNL-SKILL,KR,40,PC02,876.88,Rate shake simple green.,0.0,876.88,2025,2025-07-29,0.9614,M,2025-01-01,WORKDAY,PURCHASE,APAC_LEDGER
APR-1433,0d77e01e-7423-4d5f-b63a-cd3d9f1c7826,3.0,Finance_Recon,finance_4491be40@example.com,Jennifer Kennedy,APPROVE,2024-03-08T08:00:00,Finance reconciliation completed,C003,2025-06-14,INR,ITEM-1433,CC300,500000,JNL-SUBJECT,SA,40,PC03,1165.32,Hour court dream subject operation.,1165.32,0.0,2025,2025-06-06,0.9533,B,2024-12-04,CONCUR,PURCHASE,CORP_LEDGER
