ID,ReportID,ReportOwnerID,TransactionDate,TransactionAmount,TransactionCurrencyCode,ExchangeRate,PostedAmount,ExpenseTypeCode,ExpenseTypeName,VendorDescription,Description,HasImage,HasItemizations,HasAttendees,IsPersonal,IsBillable,LocationCountry,LocationName,PaymentTypeID,LastModified,URI,TaxReceiptType,SpendCategoryCode,Custom1,Custom2,OrgUnit1,CompanyCode,PostingDate,Currency,ItemNumber,CostCenter,GLAccount,JournalName,DocumentType,PostingKey,ProfitCenter,Amount,JournalLineDescription,DebitAmount,CreditAmount,FiscalYear,PostedDate,ExchangeRateType,ExchangeRateDate,JournalSource,JournalCategory,PrimaryLedger
e9eeacd5-4e1b-4569-bffb-e3a4139ee100,21be1068-f15d-445d-a3ed-90b5ebd5c0fa,kristengolden@example.net,4/7/2025,832.8,GBP,1.2034,572.88,ET03,Meals,"Robertson, Lara and Kaufman",May dog plan strategy work find.,True,False,False,True,False,IN,Rachaelhaven,Cash,2025-08-24T21:45:52Z,/expense/entries/e9eeacd5-4e1b-4569-bffb-e3a4139ee100,T,SC038,,,,C003,2024-10-04,INR,ITEM-2753,CC200,600000,JNL-FINALLY,DR,40,PC02,3574.3,Dark treat sense hold type.,3574.3,0.0,2025,2024-10-21,C,2024-12-20,CONCUR,EXPENSE,APAC_LEDGER
0430e29e-b805-477b-a2e7-63f1ab26581e,169703b2-f451-4225-bff8-410364b43d28,johnsonrichard@example.org,1/7/2024,1219.22,SGD,0.987,1634.61,ET03,Meals,Bowers Group,North plant help report age.,False,False,False,False,False,SG,Port Victoria,CompanyCard,2024-04-12T21:45:52Z,/expense/entries/0430e29e-b805-477b-a2e7-63f1ab26581e,R,SC030,,,OU1,C001,2024-09-18,GBP,ITEM-2754,CC300,500000,JNL-DEFENSE,SA,50,PC01,1988.66,Fear full bank political.,0.0,1988.66,2025,2025-05-11,M,2024-11-19,CONCUR,EXPENSE,APAC_LEDGER
4e9c036f-8ef6-44c8-acb3-a2504b7a3c99,e724468f-c4a4-4175-a9da-24eda482ae68,dylan92@example.org,4/8/2025,1382.93,USD,0.8805,1382.93,ET05,Mileage,Mendez and Sons,Land whatever politics social game.,False,True,False,True,True,DE,Guzmanfort,CorporateCard,2025-07-08T21:45:52Z,/expense/entries/4e9c036f-8ef6-44c8-acb3-a2504b7a3c99,R,SC001,,,OU7,C001,2025-07-15,EUR,ITEM-2755,CC300,600000,JNL-ANIMAL,SA,40,PC03,4508.69,Week seat natural different even vote.,4508.69,0.0,2025,2025-05-30,M,2025-01-01,WORKDAY,PURCHASE,CORP_LEDGER
8fc29ffb-0341-4864-9a68-b413598f7986,224e53ef-e5a4-415f-bc12-68dbe1183efd,brianriley@example.org,1/18/2024,220.66,INR,0.7081,249.04,ET01,Airfare,"Castillo, Golden and Davis",Democratic character option.,True,False,True,True,False,GB,New Katherine,PersonalCard,2024-07-10T21:45:52Z,/expense/entries/8fc29ffb-0341-4864-9a68-b413598f7986,R,SC010,pick,up,,C002,2025-04-05,INR,ITEM-2756,CC300,600000,JNL-STRONG,SA,50,PC03,4175.4,Improve foreign see east officer.,0.0,4175.4,2025,2025-05-15,B,2025-01-13,CONCUR,TRAVEL,CORP_LEDGER
27d53e8f-e35f-435e-8038-620be470e0ac,f2267486-25c1-4583-821f-1bd2076931eb,garciapamela@example.net,3/25/2025,509.33,AUD,0.9869,314.66,ET07,Entertainment,"Bray, Howell and Bentley",Worker bad next sell rich with mention.,True,True,False,False,False,DE,North Lance,Cash,2025-06-19T21:45:52Z,/expense/entries/27d53e8f-e35f-435e-8038-620be470e0ac,T,SC001,,,,C001,2025-02-26,USD,ITEM-2757,CC100,600000,JNL-DECISION,KR,50,PC03,4813.26,Size hotel Mrs fast like police.,4813.26,0.0,2025,2024-11-16,C,2025-01-22,SAP,EXPENSE,CORP_LEDGER
ad61cb6d-1ca7-466f-8926-a1f9653f0059,d42093e8-4d74-43fc-aa1c-bc13baed3197,smithteresa@example.net,8/4/2025,341.35,USD,0.8502,341.35,ET09,Phone,"Nelson, Fisher and Smith",Budget than ever truth indicate.,True,True,False,False,False,SG,Tristanborough,CompanyCard,2025-11-30T21:45:52Z,/expense/entries/ad61cb6d-1ca7-466f-8926-a1f9653f0059,R,SC038,cultural,,OU2,C001,2025-01-05,GBP,ITEM-2758,CC100,600000,JNL-VARIOUS,SA,50,PC03,2246.62,Part threat national price indeed great different watch.,0.0,2246.62,2025,2024-11-25,C,2025-05-04,SAP,TRAVEL,APAC_LEDGER
29819afb-a994-4f93-8ed0-577b8f4d47d0,c3c7eaa7-57db-49c3-ab24-34c02d8aae65,mossdaniel@example.com,10/5/2023,23.99,GBP,0.7659,33.13,ET06,Supplies,Andrews-Harvey,Candidate bank raise organization why others successful year.,False,False,False,True,True,CA,New Michellebury,PersonalCard,2023-12-22T21:45:52Z,/expense/entries/29819afb-a994-4f93-8ed0-577b8f4d47d0,R,SC046,hundred,,,C002,2025-03-03,USD,ITEM-2759,CC100,500000,JNL-ANALYSIS,KR,50,PC03,4462.89,Big to middle culture.,4462.89,0.0,2025,2025-01-07,M,2024-12-02,WORKDAY,EXPENSE,CORP_LEDGER
c595cc1c-8ac6-417c-a113-b06787b5fd8e,daeed8d9-0a64-4525-91b6-745653200bbb,cameron65@example.net,1/15/2024,374.61,GBP,0.78,486.43,ET05,Mileage,"Anderson, Stout and Serrano",Few play skill agent now agree there.,False,False,False,False,False,AU,South Makaylatown,PersonalCard,2024-04-29T21:45:52Z,/expense/entries/c595cc1c-8ac6-417c-a113-b06787b5fd8e,R,SC028,,,,C002,2025-07-13,USD,ITEM-2760,CC200,400000,JNL-FOUR,SA,50,PC02,342.06,Because each market decade capital arrive reality.,0.0,342.06,2025,2025-08-14,C,2024-12-05,CONCUR,EXPENSE,APAC_LEDGER
689d2d0b-350d-43b7-9773-51f2b6ece120,74d24aa4-dfa2-49b7-8730-dde615143dad,avilamatthew@example.net,3/3/2024,568.81,CAD,0.905,516.99,ET10,Other,Branch Group,Perhaps factor part.,True,True,False,False,False,FR,Crystalborough,CorporateCard,2024-07-06T21:45:52Z,/expense/entries/689d2d0b-350d-43b7-9773-51f2b6ece120,T,SC013,,,OU1,C001,2025-07-24,USD,ITEM-2761,CC300,500000,JNL-WORKER,DR,40,PC01,4453.03,Wall event party.,4453.03,0.0,2025,2025-06-21,M,2025-03-28,SAP,TRAVEL,APAC_LEDGER
62fc3b9f-637e-481c-878e-aa647a48e71f,ba141bdc-0fed-4de9-aeea-5761b4f73d5e,patricia73@example.org,8/17/2024,611.22,INR,0.868,723.2,ET07,Entertainment,Smith PLC,Almost bring cultural cut piece window.,True,False,False,True,False,FR,West Jeffreystad,CorporateCard,2024-08-22T21:45:52Z,/expense/entries/62fc3b9f-637e-481c-878e-aa647a48e71f,R,SC026,,,OU10,C003,2025-07-25,EUR,ITEM-2762,CC100,500000,JNL-FORCE,SA,50,PC03,4668.9,Where tough affect to hit every debate.,0.0,4668.9,2025,2025-05-16,B,2025-05-10,SAP,TRAVEL,APAC_LEDGER
3e60e0be-2265-45a4-aeec-808cb2917175,a864572b-2b41-4131-bc56-185541980fc9,tmcgee@example.net,2/18/2025,580.05,CAD,1.0896,607.49,ET08,Parking,"Payne, Garrison and Lucas",Admit son yes many enter everybody third.,False,True,False,False,True,IN,Marcusville,Cash,2025-06-18T21:45:52Z,/expense/entries/3e60e0be-2265-45a4-aeec-808cb2917175,T,SC011,,result,OU4,C002,2025-09-08,INR,ITEM-2763,CC200,500000,JNL-MYSELF,KR,40,PC02,4957.31,Without without huge cultural.,4957.31,0.0,2025,2025-02-19,B,2024-12-17,CONCUR,EXPENSE,CORP_LEDGER
1d1252fb-afb5-4757-a2db-dbb405203e44,0f991008-98e8-4134-8a64-46694d1a9a7a,nhudson@example.org,12/13/2024,1094.69,EUR,1.3538,1053.64,ET05,Mileage,"Campbell, Bridges and Mcclain",Series public site between treatment not hard.,False,False,False,False,False,FR,Lake Aaronhaven,CorporateCard,2025-02-24T21:45:52Z,/expense/entries/1d1252fb-afb5-4757-a2db-dbb405203e44,T,SC013,,,,C001,2025-07-16,USD,ITEM-2764,CC300,600000,JNL-INFORMATION,SA,40,PC01,4332.1,Situation kind contain politics stuff.,0.0,4332.1,2025,2025-05-29,C,2025-03-22,CONCUR,PURCHASE,APAC_LEDGER
50b5dd8c-61c7-4013-9d08-66141b30a40b,ccde7040-4aac-4b05-8aec-e6bd515a0614,steelelisa@example.com,12/8/2024,218.62,USD,1.3864,218.62,ET09,Phone,Alexander-Johnson,Choice word trial forward mean wish.,True,False,False,False,True,GB,West Heatherborough,Cash,2025-03-31T21:45:52Z,/expense/entries/50b5dd8c-61c7-4013-9d08-66141b30a40b,T,SC017,,,,C001,2025-07-01,USD,ITEM-2765,CC100,500000,JNL-TEACHER,DR,40,PC03,4774.77,Yard plan home reflect general if true course.,4774.77,0.0,2025,2025-08-30,B,2025-08-20,WORKDAY,PURCHASE,CORP_LEDGER
268bba26-eeaf-4f69-a275-26bac4f9e659,c392f733-e59b-49ab-bb37-34fafb97df95,drew00@example.net,5/9/2024,471.49,INR,0.932,624.63,ET06,Supplies,"Keller, Matthews and Thomas",Stock foot method customer resource whether and.,False,False,False,False,True,DE,Johnsonmouth,Cash,2024-10-22T21:45:52Z,/expense/entries/268bba26-eeaf-4f69-a275-26bac4f9e659,T,SC050,,,,C002,2025-03-26,INR,ITEM-2766,CC100,600000,JNL-OF,SA,40,PC02,3049.32,Least security one southern.,0.0,3049.32,2025,2025-02-07,C,2025-02-26,WORKDAY,EXPENSE,APAC_LEDGER
ac1a1bb7-c106-43b3-bc32-ff6c67a0af58,3ad3b8e9-5a72-44bd-b16f-e1d6ca45dcba,fharris@example.org,11/5/2024,350.93,CAD,1.3775,430.31,ET07,Entertainment,Richardson PLC,Important politics figure great reality lead minute.,True,True,False,False,False,DE,Port Jacobtown,Cash,2024-12-06T21:45:52Z,/expense/entries/ac1a1bb7-c106-43b3-bc32-ff6c67a0af58,R,SC036,,,,C003,2025-01-05,INR,ITEM-2767,CC300,500000,JNL-MATERIAL,SA,50,PC03,2222.76,Tonight activity house of measure professor year body.,2222.76,0.0,2025,2025-07-20,C,2025-01-24,SAP,TRAVEL,APAC_LEDGER
bf8d23d2-4b15-41c6-9f49-240303423c28,c0c62cb3-86b5-4a6f-8b1d-2ad0eb33cf7d,heather14@example.org,1/2/2024,563.42,GBP,1.364,287.23,ET07,Entertainment,Brown-Jones,Drug suddenly hit management.,False,False,False,False,False,US,North Benjaminview,CorporateCard,2024-03-14T21:45:52Z,/expense/entries/bf8d23d2-4b15-41c6-9f49-240303423c28,R,SC026,,myself,,C003,2025-09-12,GBP,ITEM-2768,CC100,400000,JNL-ENVIRONMENT,DR,40,PC01,4242.85,Reflect himself factor least per later.,0.0,4242.85,2025,2024-11-12,M,2024-10-11,CONCUR,TRAVEL,APAC_LEDGER
2ce94cde-4e98-498a-a5f9-da6408b3cfd0,e1e0c0e6-e0d9-44f9-a460-f3780cbbbe84,kevin12@example.net,3/10/2024,103.07,EUR,1.0037,78.57,ET07,Entertainment,Ortega PLC,Across rise expect foot.,False,False,False,False,True,DE,Markbury,Cash,2024-05-16T21:45:52Z,/expense/entries/2ce94cde-4e98-498a-a5f9-da6408b3cfd0,N,SC013,,,OU3,C001,2024-10-03,USD,ITEM-2769,CC100,400000,JNL-ALTHOUGH,KR,40,PC01,921.52,In threat difference.,921.52,0.0,2025,2025-05-27,M,2024-12-30,SAP,TRAVEL,APAC_LEDGER
a741ef37-1790-4faa-8ed8-6d9941dbae30,acdb546a-a8ad-476c-b677-5ab670579174,xthomas@example.com,2/20/2024,1108.51,AUD,1.446,1379.43,ET10,Other,Nelson Inc,Production respond realize safe.,True,False,False,False,False,DE,Brownton,Cash,2024-08-02T21:45:52Z,/expense/entries/a741ef37-1790-4faa-8ed8-6d9941dbae30,N,SC048,population,,,C002,2025-05-20,USD,ITEM-2770,CC100,400000,JNL-SOME,SA,40,PC03,1602.31,Determine book bit hope college size.,0.0,1602.31,2025,2025-02-03,C,2025-08-15,WORKDAY,PURCHASE,CORP_LEDGER
5e6c8268-983f-4854-9bae-9db644049738,e6577285-e006-4c05-8927-22ac3c0c6cc0,donnamartinez@example.org,11/2/2024,737.67,INR,0.9401,797.13,ET05,Mileage,"Scott, Crawford and Reynolds",Benefit surface middle doctor.,False,False,True,True,False,SG,Karenton,Cash,2024-12-24T21:45:52Z,/expense/entries/5e6c8268-983f-4854-9bae-9db644049738,T,SC047,,place,,C002,2025-08-23,USD,ITEM-2771,CC300,600000,JNL-RADIO,DR,40,PC03,4674.99,Agree husband responsibility nothing evening one seven.,4674.99,0.0,2025,2024-10-12,M,2025-05-10,SAP,EXPENSE,APAC_LEDGER
4d4de3b8-2a7f-4a09-836e-be23e73310db,332a7feb-1e03-448a-840b-acf940557e22,wbrady@example.org,6/29/2025,1215.7,SGD,0.749,1286.7,ET08,Parking,"Jenkins, Jones and Martinez",You nor might true suddenly art.,False,False,False,False,False,GB,North Fredborough,PersonalCard,2025-12-22T21:45:52Z,/expense/entries/4d4de3b8-2a7f-4a09-836e-be23e73310db,N,SC035,discuss,,OU7,C002,2024-10-06,USD,ITEM-2772,CC100,400000,JNL-CUT,SA,50,PC02,1374.36,Crime discuss will democratic.,0.0,1374.36,2025,2025-01-22,C,2025-04-21,CONCUR,PURCHASE,CORP_LEDGER
0b551fda-2ac5-4449-aa76-dfad55567713,1d755252-0f44-422e-bac2-f3fef3b35788,martinezshawn@example.com,1/28/2025,615.09,CAD,1.1831,454.24,ET02,Hotel,Holden-Garrett,Practice town cost nature positive worker.,False,False,False,True,True,CA,South William,CompanyCard,2025-01-31T21:45:52Z,/expense/entries/0b551fda-2ac5-4449-aa76-dfad55567713,T,SC033,,,OU3,C003,2025-03-27,GBP,ITEM-2773,CC300,500000,JNL-FEELING,KR,50,PC03,2980.83,Street prevent day rate move beyond.,2980.83,0.0,2025,2024-10-23,B,2025-02-08,SAP,PURCHASE,APAC_LEDGER
e18f518e-3ff7-4649-8da1-c2a41cb28fef,3f308426-b1f6-46ff-b83b-2a83af123e25,carterkyle@example.com,11/14/2024,798.48,USD,1.0195,798.48,ET05,Mileage,Thompson PLC,Seek enough owner.,True,False,False,False,False,IN,West Tinahaven,CompanyCard,2025-03-17T21:45:52Z,/expense/entries/e18f518e-3ff7-4649-8da1-c2a41cb28fef,N,SC005,represent,,OU10,C003,2025-02-11,GBP,ITEM-2774,CC200,600000,JNL-HEAVY,SA,50,PC02,323.21,Stay nation reality.,0.0,323.21,2025,2025-08-18,C,2025-05-05,WORKDAY,PURCHASE,APAC_LEDGER
744c8719-9f80-4c31-a303-fa62bae05b82,065a5e0b-0f01-4faa-85d1-9e5701d826f2,cooperchristina@example.org,6/27/2025,904.6,AUD,1.0134,749.82,ET04,Taxi,"Hines, Mora and Cordova",Modern attention myself however.,False,True,True,False,False,GB,Stephaniefort,CorporateCard,2025-10-19T21:45:52Z,/expense/entries/744c8719-9f80-4c31-a303-fa62bae05b82,N,SC034,country,,,C003,2024-11-17,GBP,ITEM-2775,CC100,500000,JNL-TRAINING,SA,50,PC01,4996.38,Rock western ten management.,4996.38,0.0,2025,2025-02-28,B,2024-10-06,CONCUR,TRAVEL,APAC_LEDGER
342668df-47f5-4094-aa9a-3ca8d4aecfb6,924ec1a3-c27a-4e04-a641-03f77895e103,johnsonwayne@example.org,5/17/2025,371.4,SGD,0.928,342.32,ET06,Supplies,Mitchell-Glass,Strategy head bag.,False,True,True,False,False,US,Joyceshire,CompanyCard,2025-06-28T21:45:52Z,/expense/entries/342668df-47f5-4094-aa9a-3ca8d4aecfb6,N,SC020,,,,C002,2025-09-14,GBP,ITEM-2776,CC200,400000,JNL-STATEMENT,KR,40,PC01,1755.0,Also yes training before hundred.,0.0,1755.0,2025,2025-07-19,C,2024-11-24,WORKDAY,EXPENSE,APAC_LEDGER
9caf4780-0973-41ee-ad91-04ff2e837553,dc0cdfa8-f42d-4f74-9a6d-afe2535ea26a,brooksmatthew@example.net,12/14/2023,650.56,CAD,1.4673,866.22,ET06,Supplies,Watkins-Robbins,Cold interest east fish case low.,True,False,False,True,True,CA,New Kevin,Cash,2023-12-30T21:45:52Z,/expense/entries/9caf4780-0973-41ee-ad91-04ff2e837553,N,SC037,everything,,,C001,2025-02-08,EUR,ITEM-2777,CC200,600000,JNL-ANYONE,KR,40,PC03,3102.67,Official report production bar agent.,3102.67,0.0,2025,2024-11-08,B,2025-04-21,WORKDAY,PURCHASE,CORP_LEDGER
81041320-c4a2-455f-b9e1-2c25f214174e,5ede606b-0e4d-4b43-8c70-d1089401adfa,qhowe@example.org,6/27/2024,1273.9,AUD,0.7484,1767.41,ET02,Hotel,"Nichols, Alvarado and Johnson",Pay poor learn common.,True,False,False,False,False,GB,Kimberlybury,Cash,2024-11-17T21:45:52Z,/expense/entries/81041320-c4a2-455f-b9e1-2c25f214174e,T,SC049,,,,C003,2025-01-16,EUR,ITEM-2778,CC300,500000,JNL-TREE,KR,40,PC01,3399.7,Prevent two throw although morning.,0.0,3399.7,2025,2025-01-03,M,2024-10-24,CONCUR,TRAVEL,CORP_LEDGER
e0bb09ac-c692-4f10-90fe-7193d7278eca,46450552-0494-4228-9822-c736fa747274,dustin45@example.com,2/14/2025,607.03,EUR,0.729,799.03,ET06,Supplies,"Molina, Huerta and Sanchez",Guy seven here return dinner.,False,True,False,True,False,CA,North Nicole,CorporateCard,2025-03-19T21:45:52Z,/expense/entries/e0bb09ac-c692-4f10-90fe-7193d7278eca,R,SC030,,fast,,C002,2025-04-23,USD,ITEM-2779,CC200,600000,JNL-REALITY,DR,50,PC01,1732.03,Table understand identify name almost who.,1732.03,0.0,2025,2025-01-18,C,2025-03-22,SAP,EXPENSE,APAC_LEDGER
5b8ca765-e93b-4247-a836-444e7857aa13,98c021fd-0150-4fbd-a3e5-004fbfad2d57,robinsonalexis@example.org,3/28/2024,1314.63,CAD,0.8572,1093.51,ET10,Other,Jones Group,Strategy continue example let long.,True,True,True,False,False,US,Port Nathanberg,CompanyCard,2024-06-28T21:45:52Z,/expense/entries/5b8ca765-e93b-4247-a836-444e7857aa13,R,SC019,single,,,C002,2025-04-27,EUR,ITEM-2780,CC300,500000,JNL-GLASS,SA,50,PC02,3911.24,Own east certain western show election time various.,0.0,3911.24,2025,2024-12-19,M,2024-11-20,WORKDAY,EXPENSE,APAC_LEDGER
cb0ee583-732b-46ed-a263-c6b582d2a3cc,2ba493f3-7ef4-46c9-a8af-14916c166e50,patriciachurch@example.org,7/8/2025,1437.27,GBP,1.4835,1300.3,ET04,Taxi,"Martinez, Brown and Torres",Human various list on whom view receive.,False,False,True,False,False,AU,Richardshire,CompanyCard,2025-07-29T21:45:52Z,/expense/entries/cb0ee583-732b-46ed-a263-c6b582d2a3cc,N,SC018,,,,C001,2025-01-13,INR,ITEM-2781,CC200,600000,JNL-EXPLAIN,KR,50,PC01,4098.51,Network thousand you decide culture.,4098.51,0.0,2025,2025-08-25,M,2024-11-18,WORKDAY,EXPENSE,CORP_LEDGER
68d88a58-29d7-419b-89ed-98f7b5555878,6139e5ed-8178-4481-a3d3-7a950d5a48cb,twong@example.org,2/6/2025,546.48,EUR,1.4854,649.22,ET09,Phone,Lewis Inc,Real skill peace herself collection language idea.,False,False,True,False,False,DE,New Robert,CompanyCard,2025-04-21T21:45:52Z,/expense/entries/68d88a58-29d7-419b-89ed-98f7b5555878,R,SC035,,,OU10,C001,2025-08-07,GBP,ITEM-2782,CC100,500000,JNL-CAPITAL,DR,50,PC02,2841.78,Article long worker benefit study up.,0.0,2841.78,2025,2024-10-25,M,2025-07-03,CONCUR,PURCHASE,CORP_LEDGER
00f010a4-d9be-493a-bf2b-d97a303089f5,19210535-3bc0-4cba-a01f-39b83fd7d72e,doughertyscott@example.org,10/8/2024,426.66,INR,0.9453,327.25,ET01,Airfare,"Boyer, Porter and Williams",Play campaign believe century successful story.,True,False,False,False,True,US,Lake Julianberg,CorporateCard,2024-11-07T21:45:52Z,/expense/entries/00f010a4-d9be-493a-bf2b-d97a303089f5,R,SC034,scene,,,C002,2025-02-11,USD,ITEM-2783,CC300,500000,JNL-SUCCESSFUL,KR,50,PC03,1385.21,Day myself arrive food.,1385.21,0.0,2025,2025-08-08,B,2025-05-07,CONCUR,PURCHASE,CORP_LEDGER
45f3d36c-7eab-4d0b-a648-346b84a5745d,c844f7af-9d9f-4b95-baa3-50c0568e66a8,sarah33@example.net,4/8/2025,1369.91,GBP,1.2768,1724.72,ET09,Phone,"Browning, Clark and Arnold",Discussion born time wear issue.,False,False,True,False,False,SG,Rodgersfort,CorporateCard,2025-05-19T21:45:52Z,/expense/entries/45f3d36c-7eab-4d0b-a648-346b84a5745d,N,SC019,food,,,C001,2025-05-15,INR,ITEM-2784,CC300,600000,JNL-HOLD,SA,50,PC01,1265.01,Between reduce beat many data career relate.,0.0,1265.01,2025,2024-12-11,M,2024-12-12,WORKDAY,EXPENSE,APAC_LEDGER
5fe5238a-5ea4-4438-b444-e588ff874d27,66a28409-6c9c-4783-b98f-20cd1c48a08e,rhonda69@example.com,10/19/2023,324.74,INR,0.8303,191.6,ET05,Mileage,Freeman Inc,You southern oil today social brother management total.,True,False,False,True,False,SG,East Brandi,PersonalCard,2024-01-08T21:45:52Z,/expense/entries/5fe5238a-5ea4-4438-b444-e588ff874d27,T,SC001,,,OU10,C003,2024-11-06,GBP,ITEM-2785,CC100,400000,JNL-LEAVE,KR,40,PC01,337.89,Radio unit stage you field less test claim.,337.89,0.0,2025,2025-01-23,C,2024-10-22,WORKDAY,EXPENSE,APAC_LEDGER
363fe5ea-8ec4-4394-a85a-5f31fc126e42,95faa7ff-7b15-4d6b-9da0-e3467d0f40c9,troymorris@example.com,1/3/2025,1300.61,SGD,0.7208,1593.77,ET01,Airfare,"Morales, White and Turner",Idea concern subject fund meeting.,False,False,True,True,False,DE,Jennifershire,CorporateCard,2025-06-11T21:45:52Z,/expense/entries/363fe5ea-8ec4-4394-a85a-5f31fc126e42,R,SC003,today,,,C002,2025-07-02,EUR,ITEM-2786,CC100,400000,JNL-VISIT,KR,50,PC03,4601.2,New pretty eye budget subject least place.,0.0,4601.2,2025,2024-10-08,M,2025-03-26,CONCUR,TRAVEL,APAC_LEDGER
3432695c-ea62-471a-b322-afa69ee05865,ae231c89-68ca-49b7-9243-a83d9ee5526a,seanburnett@example.com,7/11/2024,541.65,USD,1.2379,541.65,ET03,Meals,"Arnold, Reed and Johnson",Ground really phone.,True,False,False,False,True,AU,Port Meganhaven,PersonalCard,2024-11-09T21:45:52Z,/expense/entries/3432695c-ea62-471a-b322-afa69ee05865,R,SC034,,,,C003,2024-12-31,GBP,ITEM-2787,CC300,500000,JNL-INSTEAD,SA,50,PC03,4411.44,Carry machine recent significant parent wide.,4411.44,0.0,2025,2025-08-16,C,2024-11-18,SAP,TRAVEL,CORP_LEDGER
aac988a1-89f5-46a8-8a29-82c7caceaadf,a181f2d8-7758-45db-b0cb-29e63f9bedde,crystal40@example.org,9/29/2023,1006.11,SGD,1.171,506.27,ET08,Parking,Quinn LLC,Own color fill discuss parent daughter hope.,False,False,False,False,True,CA,West Kylefurt,CorporateCard,2024-02-09T21:45:52Z,/expense/entries/aac988a1-89f5-46a8-8a29-82c7caceaadf,N,SC041,,,OU10,C002,2025-06-15,INR,ITEM-2788,CC100,600000,JNL-SIX,SA,50,PC02,2761.07,Support happy herself team could author never.,0.0,2761.07,2025,2025-02-20,C,2024-09-18,CONCUR,TRAVEL,CORP_LEDGER
9216cd60-6778-4fb6-9edf-02f41bb90b61,a39dba02-4630-4029-8f1e-ca5113e557fe,iwilson@example.net,11/5/2024,1169.32,CAD,0.73,1089.34,ET01,Airfare,Russell PLC,Science response popular fast.,False,False,False,True,False,AU,Fordshire,CorporateCard,2024-11-25T21:45:52Z,/expense/entries/9216cd60-6778-4fb6-9edf-02f41bb90b61,R,SC025,,,OU5,C003,2025-05-14,EUR,ITEM-2789,CC100,500000,JNL-LESS,DR,40,PC03,2070.1,Also PM feeling wife.,2070.1,0.0,2025,2025-03-06,B,2024-10-10,WORKDAY,TRAVEL,CORP_LEDGER
41bb7538-8157-4553-b9a0-3b8cf3e49473,e8d2f636-df62-4e1a-85e6-d255a12a97fb,hkim@example.net,8/28/2025,568.02,GBP,1.482,682.99,ET06,Supplies,Brooks-Martinez,Reality drug plant bill might.,True,True,False,False,False,DE,West Robertmouth,CompanyCard,2026-02-02T21:45:52Z,/expense/entries/41bb7538-8157-4553-b9a0-3b8cf3e49473,R,SC022,,,,C001,2025-04-28,GBP,ITEM-2790,CC200,500000,JNL-WANT,SA,40,PC03,4678.43,Business officer experience economic charge give.,0.0,4678.43,2025,2024-10-18,M,2024-10-13,CONCUR,EXPENSE,APAC_LEDGER
c0040b86-a459-438e-8b26-662b60208929,851741db-293b-405a-96f1-2642b4ef8f9d,david35@example.com,10/24/2024,579.84,EUR,0.7721,445.49,ET01,Airfare,"Saunders, Schultz and Cooper",Others PM air least situation article.,True,False,False,False,False,DE,Mayport,CorporateCard,2025-04-03T21:45:52Z,/expense/entries/c0040b86-a459-438e-8b26-662b60208929,R,SC039,,,,C001,2025-07-22,USD,ITEM-2791,CC100,400000,JNL-IMAGINE,KR,50,PC03,2636.48,Away down turn.,2636.48,0.0,2025,2024-11-23,C,2025-07-18,SAP,EXPENSE,CORP_LEDGER
aa6d5498-a6a6-4fa5-8e98-9b3be5276975,6a899c2a-1acc-4ad0-a1d1-ef4db63d1789,matthew30@example.org,10/8/2024,822.37,SGD,1.0786,1114.23,ET01,Airfare,Washington Inc,Bit likely which onto board.,False,True,False,True,True,AU,New Connie,Cash,2024-12-20T21:45:52Z,/expense/entries/aa6d5498-a6a6-4fa5-8e98-9b3be5276975,T,SC019,,heavy,,C003,2025-05-07,EUR,ITEM-2792,CC300,400000,JNL-GROUP,SA,50,PC03,4284.6,Former in professional whole control.,0.0,4284.6,2025,2024-12-01,B,2025-08-28,WORKDAY,TRAVEL,APAC_LEDGER
f2566201-7fe2-4e1c-a6c5-4f738976cd82,9957b062-8d74-4edd-bcaa-a7f216fdd132,iwest@example.com,7/27/2024,670.14,INR,1.3502,405.64,ET09,Phone,Richardson LLC,Class surface bit light play great fly type.,False,False,False,True,False,CA,Parkerberg,Cash,2024-09-07T21:45:52Z,/expense/entries/f2566201-7fe2-4e1c-a6c5-4f738976cd82,T,SC042,,,,C002,2024-09-25,USD,ITEM-2793,CC300,400000,JNL-CULTURE,SA,50,PC02,4628.69,Image education general cold.,4628.69,0.0,2025,2025-06-08,C,2025-02-08,CONCUR,TRAVEL,APAC_LEDGER
90af61f0-0e13-4384-8940-30a41090af15,262a5c4f-e9b1-43c5-a855-ff37e262a23b,jason42@example.net,5/25/2025,444.99,USD,0.9451,444.99,ET05,Mileage,"Taylor, Moore and Lopez",Every about fall.,False,False,False,False,True,AU,Williamsburgh,PersonalCard,2025-09-14T21:45:52Z,/expense/entries/90af61f0-0e13-4384-8940-30a41090af15,N,SC040,,,,C002,2025-05-15,EUR,ITEM-2794,CC200,600000,JNL-MODEL,DR,50,PC03,4083.16,Compare pretty science throw ability plan.,0.0,4083.16,2025,2025-05-05,C,2025-08-07,SAP,EXPENSE,CORP_LEDGER
